,adult,budget,genres,id,imdb_id,original_title,overview,poster_path,revenue,title,vote_average,vote_count,imdbURL,tmdbURL,ImageURL
1131,FALSE,0,"Comedy, Drama",10608,tt0103850,Bob Roberts,"Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media.",/gDJt4SGJQ0c2wCyDVghCRoRMxgo.jpg,0,Bob Roberts,6.5,44,https://www.imdb.com/title/tt0103850/,https://www.themoviedb.org/movie/10608,https://image.tmdb.org/t/p/original/gDJt4SGJQ0c2wCyDVghCRoRMxgo.jpg
1132,FALSE,0,"Drama, Romance",11216,tt0095765,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",/xKAweeF2ZPMNn6ce4GclSbr59Pv.jpg,11990401,Cinema Paradiso,8.2,834,https://www.imdb.com/title/tt0095765/,https://www.themoviedb.org/movie/11216,https://image.tmdb.org/t/p/original/xKAweeF2ZPMNn6ce4GclSbr59Pv.jpg
1133,FALSE,0,"Crime, Drama",7452,tt0097108,"The Cook, the Thief, His Wife & Her Lover","The wife of a barbaric crime boss engages in a secretive romance with a gentle bookseller between meals at her husband's restaurant. Food, colour coding, sex, murder, torture and cannibalism are the exotic fare in this beautifully filmed but brutally uncompromising modern fable which has been interpreted as an allegory for Thatcherism.",/aDgKRKZD4ntHriXoqKfXxtvvSB5.jpg,0,"The Cook, the Thief, His Wife & Her Lover",7.3,137,https://www.imdb.com/title/tt0097108/,https://www.themoviedb.org/movie/7452,https://image.tmdb.org/t/p/original/aDgKRKZD4ntHriXoqKfXxtvvSB5.jpg
1134,FALSE,0,Comedy,64567,tt0109942,Grosse fatigue,"Stressed and overworked, famous French movie star Michel Blanc (Michel Blanc) is beginning to wear down, physically and mentally, from the pressure and demands of fame. Already in a fragile state of mind, strange events start to transpire all around him, and he gradually loses his grip. Taking the advice of a psychiatrist, Blanc retreats to the countryside with his friend, Carole Bouquet (Carole Bouquet), but Blanc still has not managed to escape all of his problems.",/ga5rXdPnL0gcglMAIvOy7VayBGk.jpg,0,Dead Tired,5.6,9,https://www.imdb.com/title/tt0109942/,https://www.themoviedb.org/movie/64567,https://image.tmdb.org/t/p/original/ga5rXdPnL0gcglMAIvOy7VayBGk.jpg
1135,FALSE,4000000,"Comedy, Science Fiction, Fantasy",892,tt0101700,Delicatessen,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,/nD4v80ggEmqXFZtaLDSHA2vxZoR.jpg,1794187,Delicatessen,7.4,320,https://www.imdb.com/title/tt0101700/,https://www.themoviedb.org/movie/892,https://image.tmdb.org/t/p/original/nD4v80ggEmqXFZtaLDSHA2vxZoR.jpg
1136,FALSE,0,"Drama, Thriller",1600,tt0101765,La double vie de Véronique,"Veronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Veronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Veronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",/CuBNIdRCfFbTQTZtK0G99mxI42.jpg,1999955,The Double Life of Veronique,7.3,154,https://www.imdb.com/title/tt0101765/,https://www.themoviedb.org/movie/1600,https://image.tmdb.org/t/p/original/CuBNIdRCfFbTQTZtK0G99mxI42.jpg
1137,FALSE,0,"Romance, Drama",26561,tt0101811,Enchanted April,"Based on Elizabeth Von Arnim's novel, four Englishwomen rent an Italian villa on holiday.",/tLZQ9pv6gHdVgXdkmzUQzacFS2g.jpg,13200170,Enchanted April,6.9,25,https://www.imdb.com/title/tt0101811/,https://www.themoviedb.org/movie/26561,https://image.tmdb.org/t/p/original/tLZQ9pv6gHdVgXdkmzUQzacFS2g.jpg
1138,FALSE,935000,"Drama, War",975,tt0050825,Paths of Glory,"During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax (Kirk Douglas), to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.",/f3DEXseCs3WBtvCv9pVPCtoluuG.jpg,0,Paths of Glory,8.2,565,https://www.imdb.com/title/tt0050825/,https://www.themoviedb.org/movie/975,https://image.tmdb.org/t/p/original/f3DEXseCs3WBtvCv9pVPCtoluuG.jpg
1139,FALSE,0,"Crime, Drama",18129,tt0099703,The Grifters,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.",/uyaZkvfe907W8zH6QonaFjPxJ63.jpg,13446769,The Grifters,6.5,112,https://www.imdb.com/title/tt0099703/,https://www.themoviedb.org/movie/18129,https://image.tmdb.org/t/p/original/uyaZkvfe907W8zH6QonaFjPxJ63.jpg
1140,FALSE,0,"Comedy, Foreign",54405,tt0102014,Hear My Song,"Singer Josef Locke fled to Ireland 25 years ago to escape the clutches of the tax man and police Chief Jim Abbott. What he also left behind was the love of his life Cathleen Doyle. Now, Micky O’Neill is desperate to save both his ailing Liverpool nightclub ‘Heartly’s’ and his failing relationship with the beautiful Nancy, Cathleen’s daughter. The solution? Book the infamous Josef Locke.",/sg0SmGCtFcfWUWnVsOdhDRjCItM.jpg,0,Hear My Song,4.1,4,https://www.imdb.com/title/tt0102014/,https://www.themoviedb.org/movie/54405,https://image.tmdb.org/t/p/original/sg0SmGCtFcfWUWnVsOdhDRjCItM.jpg
1141,FALSE,0,Western,150823,tt0120121,The Shooter,"The story is of a small town in the early west and of a 'shooter' of reputation that drifts into it and stands up to the controlling family that runs it. But far from a John Wayne, this hero is caught and brutally beaten and left to die, only to be saved by a prostitute that has also suffered under the hand of this group of desperados. The only one possible to stand up to the shooter is another solitary man who joins with the notorious family although he is deputized as the town's sherif.",/vjG4mxkTw9Ftrf1Yv87dl0Sadim.jpg,0,The Shooter,5,1,https://www.imdb.com/title/tt0120121/,https://www.themoviedb.org/movie/150823,https://image.tmdb.org/t/p/original/vjG4mxkTw9Ftrf1Yv87dl0Sadim.jpg
1142,FALSE,27000000,"Drama, Romance, War",409,tt0116209,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg,231976425,The English Patient,7,559,https://www.imdb.com/title/tt0116209/,https://www.themoviedb.org/movie/409,https://image.tmdb.org/t/p/original/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg
1143,FALSE,0,"Comedy, Romance, War",38251,tt0102426,Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there. Actually, the island isn't deserted and when the Greeks understand that those Italians are harmless, they came out of their hiding places in the mountains and continue their peaceful lives. Soon the soldiers discover that being left behind in a God-forgotten Greek island isn't such a bad thing, after all...",/zn2nfy87gqCt4uZ7m3Azs16EFRX.jpg,4532791,Mediterraneo,7.4,157,https://www.imdb.com/title/tt0102426/,https://www.themoviedb.org/movie/38251,https://image.tmdb.org/t/p/original/zn2nfy87gqCt4uZ7m3Azs16EFRX.jpg
1144,FALSE,645180,Drama,10161,tt0097937,My Left Foot: The Story of Christy Brown,"In this true story told through flashbacks, Christy Brown is born with crippling cerebral palsy into a poor, working-class Irish family. Able only to control movement in his left foot and to speak in guttural sounds, he is mistakenly believed to be retarded for the first ten years of his life.",/2Tvw127Ei8VnJCwK7K7aSEUW3uX.jpg,14743391,My Left Foot: The Story of Christy Brown,7.5,208,https://www.imdb.com/title/tt0097937/,https://www.themoviedb.org/movie/10161,https://image.tmdb.org/t/p/original/2Tvw127Ei8VnJCwK7K7aSEUW3uX.jpg
1145,FALSE,1200000,Drama,1412,tt0098724,"Sex, Lies, and Videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg,0,"Sex, Lies, and Videotape",6.7,188,https://www.imdb.com/title/tt0098724/,https://www.themoviedb.org/movie/1412,https://image.tmdb.org/t/p/original/kOXATYKziiKmoMxgKA10JOO13JZ.jpg
1146,FALSE,0,Drama,41768,tt0105107,Passion Fish,"Soap actress May-Alice Culhane is paralyzed from the waist down in an accident. She returns to her old home in Louisiana, where she proceeds to drink quite steadily and to drive away five personal attendants in the first twenty minutes of the movie. Then she meets with Chantelle, whose stubbornness matches her own -- if only because Chantelle, herself a recovering cocaine addict, cannot afford to lose this job. Their mutual dislike gradually develops into an armed truce as the two women deal with their own problems and with each others'.",/xiDasTZfOZ0jEZ6O3NiapeVzUIV.jpg,0,Passion Fish,6.7,7,https://www.imdb.com/title/tt0105107/,https://www.themoviedb.org/movie/41768,https://image.tmdb.org/t/p/original/xiDasTZfOZ0jEZ6O3NiapeVzUIV.jpg
1147,FALSE,3000000,"Comedy, Drama, Romance",10409,tt0105488,Strictly Ballroom,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",/ulA2RUGNvrwxbLDVUwxyB2eBl6P.jpg,33946224,Strictly Ballroom,6.2,83,https://www.imdb.com/title/tt0105488/,https://www.themoviedb.org/movie/10409,https://image.tmdb.org/t/p/original/ulA2RUGNvrwxbLDVUwxyB2eBl6P.jpg
1148,FALSE,0,"Mystery, Documentary, Crime",14285,tt0096257,The Thin Blue Line,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,/xFN3xPDzN4O7oIBmxnLIh8VROIw.jpg,0,The Thin Blue Line,7.9,109,https://www.imdb.com/title/tt0096257/,https://www.themoviedb.org/movie/14285,https://image.tmdb.org/t/p/original/xFN3xPDzN4O7oIBmxnLIh8VROIw.jpg
1149,FALSE,0,"Comedy, Crime, Drama, Romance",2469,tt0101026,¡Átame!,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",/t8oYWntv459ZWnQhEOc9oQKW6pA.jpg,0,Tie Me Up! Tie Me Down!,7,102,https://www.imdb.com/title/tt0101026/,https://www.themoviedb.org/movie/2469,https://image.tmdb.org/t/p/original/t8oYWntv459ZWnQhEOc9oQKW6pA.jpg
1150,FALSE,4,"Documentary, Music",10174,tt0102370,Madonna: Truth or Dare,"From the rain of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the music performer, from a prayer circle with the dancers before each performance to bed games with the dance troupe afterwards.",/gGl1TvzDzrfA5HhRQwvwzW55CXv.jpg,29,Madonna: Truth or Dare,6.3,32,https://www.imdb.com/title/tt0102370/,https://www.themoviedb.org/movie/10174,https://image.tmdb.org/t/p/original/gGl1TvzDzrfA5HhRQwvwzW55CXv.jpg
1151,FALSE,500000,Documentary,31225,tt0100332,Paris is Burning,"A chronicle of New York City's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",/UeNcbdtVcBZk0ggUBVaXwO2Dbe.jpg,3779620,Paris is Burning,8.2,67,https://www.imdb.com/title/tt0100332/,https://www.themoviedb.org/movie/31225,https://image.tmdb.org/t/p/original/UeNcbdtVcBZk0ggUBVaXwO2Dbe.jpg
1152,FALSE,3000000,Drama,510,tt0073486,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",/2Sns5oMb356JNdBHgBETjIpRYy9.jpg,108981275,One Flew Over the Cuckoo's Nest,8.3,3001,https://www.imdb.com/title/tt0073486/,https://www.themoviedb.org/movie/510,https://image.tmdb.org/t/p/original/2Sns5oMb356JNdBHgBETjIpRYy9.jpg
1153,FALSE,0,Comedy,11455,tt0078446,Up in Smoke,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",/cBbgz13sfqRMgu2neJYKAJ0xmx5.jpg,41590893,Up in Smoke,6.7,201,https://www.imdb.com/title/tt0078446/,https://www.themoviedb.org/movie/11455,https://image.tmdb.org/t/p/original/cBbgz13sfqRMgu2neJYKAJ0xmx5.jpg
1154,FALSE,18000000,"Adventure, Action, Science Fiction",1891,tt0080684,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,538400000,The Empire Strikes Back,8.2,5998,https://www.imdb.com/title/tt0080684/,https://www.themoviedb.org/movie/1891,https://image.tmdb.org/t/p/original/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg
1155,FALSE,16000000,"Adventure, Family, Fantasy, Comedy, Romance",2493,tt0093779,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",/gpxjoE0yvRwIhFEJgNArtKtaN7S.jpg,30857814,The Princess Bride,7.6,1518,https://www.imdb.com/title/tt0093779/,https://www.themoviedb.org/movie/2493,https://image.tmdb.org/t/p/original/gpxjoE0yvRwIhFEJgNArtKtaN7S.jpg
1156,FALSE,18000000,"Adventure, Action",85,tt0082971,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg,389925971,Raiders of the Lost Ark,7.7,3949,https://www.imdb.com/title/tt0082971/,https://www.themoviedb.org/movie/85,https://image.tmdb.org/t/p/original/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg
1157,FALSE,15000000,"Comedy, Science Fiction",68,tt0088846,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",/55Vfc1beLn3pJF4Lw83TRKHenK6.jpg,0,Brazil,7.6,877,https://www.imdb.com/title/tt0088846/,https://www.themoviedb.org/movie/68,https://image.tmdb.org/t/p/original/55Vfc1beLn3pJF4Lw83TRKHenK6.jpg
1158,FALSE,18500000,"Horror, Action, Thriller, Science Fiction",679,tt0090605,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg,183316455,Aliens,7.7,3282,https://www.imdb.com/title/tt0090605/,https://www.themoviedb.org/movie/679,https://image.tmdb.org/t/p/original/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg
1159,FALSE,1200000,Western,429,tt0060196,"Il buono, il brutto, il cattivo","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",/wfPHdfofBD5PN96dV96a51B3Ja2.jpg,6000000,"The Good, the Bad and the Ugly",8.1,2371,https://www.imdb.com/title/tt0060196/,https://www.themoviedb.org/movie/429,https://image.tmdb.org/t/p/original/wfPHdfofBD5PN96dV96a51B3Ja2.jpg
1160,FALSE,0,"Comedy, Drama",13446,tt0094336,Withnail & I,"Two 'resting' actors living in a squalid Camden Flat - and living off a diet of booze and pills - take a trip to a country house (belonging to Withnail’s uncle) to 'rejuvenate'. Faced with bad weather, altercations with the locals, and the unexpected arrival (and advances) of Uncle Monty, the pairs wits and friendship are tested...  Set in 1969, the year in which the hippy dreams of so many young Englishmen went sour, 1986's Bruce Robinson's Withnail and I is an enduring British cult. Withnail is played by the emaciated but defiantly effete Richard E Grant, ""I"" (i.e., Marwood) by Paul McGann. Out-of-work actors living in desperate penury in a rancid London flat, their lives are a continual struggle to keep warm, alive and in Marwood's case sane, until the pubs open.  A sojourn in the country cottage of Withnail's Uncle Monty only redoubles their privations.",/lXD5UR2dvXJF54AIBt8G2kDvYGk.jpg,0,Withnail & I,7.4,173,https://www.imdb.com/title/tt0094336/,https://www.themoviedb.org/movie/13446,https://image.tmdb.org/t/p/original/lXD5UR2dvXJF54AIBt8G2kDvYGk.jpg
1161,FALSE,350000,Drama,389,tt0050083,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",/3W0v956XxSG5xgm7LB6qu8ExYJ2.jpg,1000000,12 Angry Men,8.2,2130,https://www.imdb.com/title/tt0050083/,https://www.themoviedb.org/movie/389,https://image.tmdb.org/t/p/original/3W0v956XxSG5xgm7LB6qu8ExYJ2.jpg
1162,FALSE,15000000,"Adventure, Drama, History, War",947,tt0056172,Lawrence of Arabia,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",/j21UXCOq0EbV8EPTtmPn1CGePfB.jpg,69995385,Lawrence of Arabia,7.8,870,https://www.imdb.com/title/tt0056172/,https://www.themoviedb.org/movie/947,https://image.tmdb.org/t/p/original/j21UXCOq0EbV8EPTtmPn1CGePfB.jpg
1163,FALSE,2200000,"Science Fiction, Drama",185,tt0066921,A Clockwork Orange,"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.",/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg,26589000,A Clockwork Orange,8,3432,https://www.imdb.com/title/tt0066921/,https://www.themoviedb.org/movie/185,https://image.tmdb.org/t/p/original/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg
1164,FALSE,2000000,"Crime, Drama",595,tt0056592,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",/gQg6sPYfNTUlf8wEtydzWl09RyR.jpg,13129846,To Kill a Mockingbird,7.9,676,https://www.imdb.com/title/tt0056592/,https://www.themoviedb.org/movie/595,https://image.tmdb.org/t/p/original/gQg6sPYfNTUlf8wEtydzWl09RyR.jpg
1165,FALSE,31500000,"Drama, War",28,tt0078788,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg,89460381,Apocalypse Now,8,2112,https://www.imdb.com/title/tt0078788/,https://www.themoviedb.org/movie/28,https://image.tmdb.org/t/p/original/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg
1166,FALSE,5000000,Western,335,tt0064116,C'era una volta il West,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,/giwzmbbRZDva184wBOHDXlrmBa3.jpg,5321508,Once Upon a Time in the West,8.1,1160,https://www.imdb.com/title/tt0064116/,https://www.themoviedb.org/movie/335,https://image.tmdb.org/t/p/original/giwzmbbRZDva184wBOHDXlrmBa3.jpg
1167,FALSE,32350000,"Adventure, Action, Science Fiction",1892,tt0086190,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,572700000,Return of the Jedi,7.9,4763,https://www.imdb.com/title/tt0086190/,https://www.themoviedb.org/movie/1892,https://image.tmdb.org/t/p/original/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg
1168,FALSE,2500000,"Drama, Fantasy, Romance",144,tt0093191,Der Himmel über Berlin,Wings of Desire is Wim Wender’s artistically beautiful film about the lonely and immortal life of angels during a post-war Berlin. It’s a poetic journey from the perspective of the angels of which one falls in love with a living woman and wants to become a mortal human thus giving up his heavenly life. Filmed in black and white and with a feeling of celebrating life.,/3zDaZ59lYvdCMYHi2ufUu7VmjkP.jpg,3200000,Wings of Desire,7.5,256,https://www.imdb.com/title/tt0093191/,https://www.themoviedb.org/movie/144,https://image.tmdb.org/t/p/original/3zDaZ59lYvdCMYHi2ufUu7VmjkP.jpg
1169,FALSE,0,"Thriller, Mystery",1092,tt0041959,The Third Man,"Set in postwar Vienna, Austria, ""The Third Man"" stars Joseph Cotten as Holly Martins, a writer of pulp Westerns, who arrives penniless as a guest of his childhood chum Harry Lime, only to find him dead. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Maj. Calloway and falling head-over-heels for Harry's grief-stricken lover, Anna.",/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,596349,The Third Man,7.9,431,https://www.imdb.com/title/tt0041959/,https://www.themoviedb.org/movie/1092,https://image.tmdb.org/t/p/original/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg
1170,FALSE,25000000,"Drama, Crime",769,tt0099685,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",/hAPeXBdGDGmXRPj4OZZ0poH65Iu.jpg,46836394,GoodFellas,8.2,3211,https://www.imdb.com/title/tt0099685/,https://www.themoviedb.org/movie/769,https://image.tmdb.org/t/p/original/hAPeXBdGDGmXRPj4OZZ0poH65Iu.jpg
1171,FALSE,11000000,"Horror, Action, Thriller, Science Fiction",348,tt0078748,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,104931801,Alien,7.9,4564,https://www.imdb.com/title/tt0078748/,https://www.themoviedb.org/movie/348,https://image.tmdb.org/t/p/original/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg
1172,FALSE,11000000,"Fantasy, Horror, Comedy",766,tt0106308,Army of Darkness,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",/2eZKDIwLNnySbwqQtAaUz0kYDIL.jpg,0,Army of Darkness,7.3,852,https://www.imdb.com/title/tt0106308/,https://www.themoviedb.org/movie/766,https://image.tmdb.org/t/p/original/2eZKDIwLNnySbwqQtAaUz0kYDIL.jpg
1173,FALSE,0,"Adventure, Drama, Romance",175,tt0095250,Le Grand Bleu,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques (Jean-Marc Barr) and Enzo (Jean Reno) are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men (he even considers a school of dolphins as his extended family).  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana (Rosanna Arquette), a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",/w4TWqa7SiXP0Hm4rkRnCfXwIeRK.jpg,0,The Big Blue,7.6,364,https://www.imdb.com/title/tt0095250/,https://www.themoviedb.org/movie/175,https://image.tmdb.org/t/p/original/w4TWqa7SiXP0Hm4rkRnCfXwIeRK.jpg
1174,FALSE,11500000,"Action, Drama, History",11645,tt0089881,乱,"Set in Japan in the 16th century (or so), an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them, or cause them to turn on each other...and him...",/dwYUbrcQAyshW22yoUTzWwwC67b.jpg,4069653,Ran,7.9,349,https://www.imdb.com/title/tt0089881/,https://www.themoviedb.org/movie/11645,https://image.tmdb.org/t/p/original/dwYUbrcQAyshW22yoUTzWwwC67b.jpg
1175,FALSE,0,"Action, Crime, Drama, Thriller",10835,tt0097202,喋血雙雄,"Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg,0,The Killer,7.6,179,https://www.imdb.com/title/tt0097202/,https://www.themoviedb.org/movie/10835,https://image.tmdb.org/t/p/original/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg
1176,FALSE,806948,"Drama, Horror, Thriller",539,tt0054215,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,32000000,Psycho,8.3,2405,https://www.imdb.com/title/tt0054215/,https://www.themoviedb.org/movie/539,https://image.tmdb.org/t/p/original/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg
